Year,Agric,Food,Soda,Beer,Smoke,Toys,Fun,Books,Hshld,Clths,Hlth,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach,ElcEq,Autos,Aero,Ships,Guns,Gold,Mines,Coal,Oil,Util,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin,Other
196701,8.47,6.26,6.58,9.98,16.41,20.16,15.06,11.38,6.16,11.24,-99.99,12.19,5.59,11.81,15.75,13.04,14.77,20.28,15.43,5.66,13.48,16.17,13.94,10.73,13.02,2.6,8.25,13.7,7.02,3.53,2.81,6.23,16.32,17.85,7.87,24.14,13.05,14.62,9.9,8.13,12.44,16.76,11.57,15.2,11.33,1.48,13.67,10.03,16.52
196702,-6.49,0.81,4.7,3.76,-3.31,0.91,3.05,5.27,4.48,3.32,-99.99,5.91,0.74,-0.75,9.6,3.8,2.45,3.88,-3.4,4.69,-1.7,5.05,-1.07,2.68,-1.48,4.02,-0.37,-1.81,3.1,-0.13,-1.72,2.15,5.75,0.47,8.15,-8.33,2.84,5.1,-0.37,2.19,-1.05,11.36,2.52,5.79,-3.25,-2.22,4.24,5,0.81
196703,-4.83,3.65,3.77,8.31,4.91,-5.33,11.1,8.58,3.99,3.97,-99.99,8.56,7.72,3.84,2.97,2.11,8.34,14.67,5.16,18.04,10.93,4.19,5.84,7.36,7.8,1.67,0.32,4.98,9.84,3.5,1.54,2.94,-0.67,4.67,5.45,11.36,4.36,8.87,6.22,7.17,3.68,4.2,1.99,15.5,2.4,-3.92,5.54,2,3.3
196704,0.6,3.14,7.38,6.11,3.46,12.67,6.41,5.96,4.66,2.88,-99.99,6.5,4.14,5.67,4.87,7.07,3.93,2.86,3.17,16.97,4.24,5.05,9.31,6.22,0.44,-0.77,0.13,6.75,5.77,1.64,1.87,0.19,16.35,6.15,8.5,21.09,6.61,8.67,6.38,-1.44,0.93,2.66,9.73,9.23,-0.45,-0.31,3.67,1.29,5.78
196705,1.38,-1.69,-1.35,-5.43,-7.55,-10.65,0.1,-3.47,-5.57,-0.05,-99.99,-3.83,-5.53,-5.63,1.36,-2.17,-5.6,-0.97,-1.92,-11.41,-2.2,-3.49,-6.47,0.04,-0.08,-0.03,13.06,-0.49,-0.5,-2.44,-4.12,-5.67,-3.91,-1.99,-3.89,-6.18,-7.01,-1.72,-4.01,-1.01,-1.69,3.34,-5.47,1.58,-5.24,-1.86,13.43,-2.53,0.3
196706,8.35,2.36,8.19,4.14,6.64,8.79,14.77,-6.2,1.54,4.67,-99.99,2.9,5.8,-0.28,12.66,-0.88,4.23,9.52,1.47,9.2,3.98,6.65,0.9,11.55,6.13,5.55,2.18,5.92,6.6,2.22,-1.32,2.72,10.99,4.8,7.29,8.98,4.01,4.69,-0.52,-2.57,1.21,8.34,3.36,13.24,0.12,2.28,1.71,8.88,-0.62
196707,13.92,6.76,2.64,2.69,8.33,7.75,3.4,4.85,6.45,4.98,-99.99,2.07,4.08,4.17,7.23,8.33,7.39,3.47,7.74,2.46,6.27,8.97,8.69,4.7,1.64,8.09,6.38,15.37,3.24,6.96,2.29,-6.62,14.67,5.55,3.08,-6.59,4.93,6.61,2.19,5.57,7.3,5.23,6.21,1.65,10.63,-2.13,7.73,7.36,16.21
196708,-8.41,-0.17,-5.55,0.56,-4.88,0.28,1.83,-0.46,-0.44,5.34,-99.99,3.36,0.21,-0.32,0.01,2.53,2.78,4.48,0.77,1.86,-0.21,3.33,-0.71,-4.45,-1.25,-10.01,-4.97,-3.11,0.48,-1.5,-0.71,-1.25,-5.87,2.32,-0.49,-2.35,-1.17,-4.35,-0.96,-2.34,-2.49,2.68,0.43,-0.38,1.87,0.99,-1.28,3.48,8.24
196709,5.13,2.57,2.68,-1.43,-1.81,5.53,7.2,1.89,3.37,7.78,-99.99,5.65,2.41,5.65,8.36,10.47,3.2,5.86,0.25,-0.18,4.38,5.66,5.27,-2.76,-1.79,4.29,5.78,6.83,4.97,4.2,-0.12,1.2,10.87,6.75,10.49,34.94,4.77,6.36,-0.08,4.4,-3.48,6.45,1.78,9.12,2.1,1.3,7,4.55,4.77
196710,-2.34,-4.22,-0.94,-3.23,3.39,-2.1,3.85,-7.42,0.35,1.01,-99.99,-0.85,-5.75,-6.52,-0.78,-3.03,-5.12,-5.34,-10.05,-9.82,-6.1,-2.91,-5.43,-4.21,-3.25,-8.96,-2.08,-7.34,-0.21,-1.02,-5.42,-3.49,1.81,3.27,7.56,22.32,0.59,-0.96,-4.63,-3.43,-9.29,0.01,0.56,9.81,-5.24,-5.91,2.76,-2.72,3.47
196711,-3.56,-1.42,7.43,-0.82,-5.15,-4.95,-2.06,4.1,2.7,2.76,-99.99,2.29,1.15,-2.84,-2.08,-0.82,-2.15,4.61,-0.13,4.41,-0.43,0.62,0.79,3.07,-2.57,-0.23,8.25,0.39,-3.01,0.84,3.18,0.09,5.45,0.16,3.16,13.5,-2.68,-0.72,-2.02,1.27,-0.12,0.22,0.63,8.3,-2.22,-5.24,-2.93,1.44,-1.17
196712,4.71,4.36,-1.71,-0.37,8.02,0.43,7.21,-1.32,2.18,7.33,-99.99,6.16,0.75,5.97,9.8,1.8,5.62,11.15,4.73,3.14,4.31,4.88,4.04,4.4,7.84,0.42,10.81,4.54,6.08,3.04,3.24,0.13,15.87,13.93,2.67,9.32,-0.22,-1.71,9.42,4.19,2.2,11.86,2.78,7.62,3.05,9.43,17.74,9.53,11.22
196801,-4.65,-0.4,-2.62,-0.82,-0.06,-5.13,-1.6,-3.19,-10.33,0.85,-99.99,-5.66,-6.75,-4.97,2.4,2.36,0.05,-0.32,-4.73,-3.84,-3.69,-9,-4.37,-12.44,-1.35,-2.22,5.25,-4.77,2.45,-0.94,0.2,2.69,-1.26,-2.88,-8.78,-28.82,-7.97,-11.86,-1.25,-5.14,-6.52,1.63,1.29,-3.76,5.71,2.57,6.16,-0.21,-3.04
196802,-12.88,-2.73,-0.6,-1.48,1.16,-1.97,-12.07,-5.1,-2.84,-5.46,-99.99,-5.14,-4.05,-4.36,-9.63,-2,-3.62,-8.19,-4.18,-6.99,-6.34,-4.36,-3.02,-3.7,-4.2,-5.75,18.69,-4.45,-6.98,-2.6,-1.48,-2.4,-8.64,-7.21,-2.97,-21.9,-7.56,-7.05,-6.06,-3.2,-3.41,-11.15,0.12,-7.63,2.08,-6.13,-8.86,-5.81,-7.18
196803,-1.5,-1.1,4.55,2.27,-1.78,5.12,5.94,2.04,3.49,3.94,-99.99,0.22,0.07,-0.52,-2.96,-1.21,0.5,-2.75,-0.7,-0.04,-0.93,-0.79,-0.47,0.34,2.04,0.6,-10.76,1.38,4.56,0.7,-3.93,-1.12,-7.42,0.98,5.44,-2.65,0.97,6.96,1.77,1.51,-1.43,-1.95,3.14,2.49,1.33,-0.3,4.17,0.27,-1.76
196804,7.41,10.7,10.38,5.6,5.54,14.34,21.68,15.31,11.13,14.63,-99.99,7.96,12.71,7.94,18.85,12.59,15.25,12.84,7.18,9.64,12.07,14.74,11.79,11.11,10.73,12.19,7.1,6.52,13.17,5.61,2.49,2.22,27,15.93,11.92,27.17,13.23,12.29,9.81,14.23,11.97,16.42,11.98,18.36,9.66,7.4,19.76,13.49,21.4
196805,0.36,6.32,2.71,3.88,0.52,6.4,6.34,4.46,2.25,6.78,-99.99,7.85,2.46,-0.82,5.61,5.4,4.89,15.75,5.16,3.58,3.42,1.83,0.6,0.34,7.63,6.34,11,2.03,11.01,1.16,0.45,-0.74,13.5,2.39,5.23,-5.98,-1.14,6.12,2.73,7.41,6.31,9.64,2.78,13.75,5.11,14.1,7.19,5.59,7.91
196806,-0.67,0.94,1.49,2.06,4.3,-5.86,-2.92,-0.17,-2.15,3.91,-99.99,-0.84,2.9,0.89,-0.7,-1.93,-1.45,7.92,0.65,1.48,0.47,-1.52,-0.4,-3.57,10.06,-4.46,-2,0.45,0.49,1.85,8.44,4.15,4.87,0.15,-1.65,-13.64,-2.21,-4.57,4.27,-1.44,1.37,-0.47,0.56,0.48,7.84,19.04,8.64,3.43,-0.99
196807,0.83,-3.79,-5.86,0.7,-1.39,-4.69,-3.06,-7.1,-5.4,-2.94,-99.99,-4.43,-4.04,-1.05,-5.16,-4.06,0.54,-6.78,-6.85,-9.87,-4.29,-4.04,-2.32,-7.07,-4.71,-5.73,-8.42,-6.17,-2,5.35,0.17,-0.19,-4.27,-4.88,-4.95,-3.16,-7.48,-4.51,-2.82,-4.45,-4.9,-8.11,-4.96,-6.64,4.91,-5.25,1.36,-0.84,-1.91
196808,-1,1.21,4.63,7.73,-3.19,2.28,8.46,0.14,2.14,5.03,-99.99,-1.17,1.04,2.55,-0.03,8.82,8.43,4.29,1.69,-2.07,4.41,0.97,1.56,0.39,2.35,13.03,2.89,-2.82,-1.48,1.27,-0.87,1.26,7.06,-1.1,-0.66,-9.78,3.41,3.03,8.15,4.61,-0.11,0.31,2.32,5.88,3.38,13.15,8.81,4.21,-0.85
196809,9.86,5.6,-1.01,5,5.7,11.23,15.6,5.07,1.95,3.86,-99.99,-0.47,1.1,6.98,5.81,7.48,4.77,7.92,7.78,1.22,5.1,4.13,7.05,2.04,5.83,11.09,0.86,4.78,7.04,3.51,0.27,2.95,11.34,9.42,1.38,10.84,5.79,7.91,7.04,1.87,11.34,9.04,7.68,7.98,7.09,25.29,13.44,6.15,15.95
196810,6.13,0.99,0.87,-5.03,1.57,-0.46,-0.75,2.65,0.82,1.69,-99.99,-1.2,0.17,2.23,-0.34,2.13,-1.92,-2.8,2.87,-0.96,1.63,-0.82,3.99,-1.74,0.4,-2.76,-1.77,-0.73,-4.96,2.61,0.49,3.17,1.52,0.9,-6.94,-7.61,-1.29,0.35,7.4,3.64,-0.28,3.94,0.38,6.74,3.29,-1.22,1.95,4.39,-6.79
196811,6.24,5.77,5,5.21,3.04,5.67,7.73,0.85,6.97,4.55,-99.99,11.31,7.5,4.82,4.28,5.21,6.63,4.94,5.37,4.37,5.1,5.32,-2.34,7.3,11.98,16,9.74,9.77,9.38,5.5,8.79,5.39,-2.72,7.88,9.39,-2.94,6.67,10.14,2.92,7.02,7.9,10.8,4.58,9.57,3.22,0.74,13.14,10.13,7.3
196812,-1.39,-1.35,-2.72,-0.55,10.29,-4.1,-4.33,-4.75,-6.97,-1.29,-99.99,3.6,-1.93,-2.6,2.73,-3.48,-1.54,-4.9,0.69,-0.37,-2.47,-5.4,-3.96,-3.31,1.6,-3.86,5.73,2.13,0.16,-2.59,-2.88,-6.64,-2.01,-4.64,-6.21,-5.45,-3.96,-3.72,-3.78,-4.35,-4.04,-0.95,-4.94,1.61,-8.65,-1.41,1.5,-6.46,7.63
196901,5.25,-1.04,-0.14,-0.46,3.64,-3.41,-0.63,-5.45,0.09,-0.61,-99.99,-1.16,-0.04,-1.62,-5.04,-4.26,-1.66,-0.24,2.82,-2.54,-0.4,-1.81,-1.41,-2.93,-3.54,-3.37,1.13,-4.03,0.97,-1.15,2.41,1.2,-5.32,3.37,-5.03,-2.56,-4.85,-1.22,0.51,-2.64,3.03,-1.66,-0.75,-0.97,0.03,-3.73,0.07,0.91,5.45
196902,-8.72,-5.81,-4.98,-5.03,-9.5,-6.41,-7.54,-6.22,-4.65,-9.54,-99.99,-2.81,-5.62,-5.63,-9.47,-8.01,-5.39,-11.94,-8.49,-7.18,-6.46,-4.01,-2.57,-7.65,-8.55,-8.93,-5.19,-7.57,-7.28,-4.58,-5.2,-3.32,-6.93,-10.36,-1.61,-13.16,-7.08,-7.46,-3.79,-4.95,-8.18,-13.44,-2.83,-11.86,-6.55,-9.62,-12.9,-9.47,-13.2
196903,6.75,-0.05,3.91,1.68,-1.71,3.96,-3.97,3.91,2.2,1.18,-99.99,7.96,2.37,0.31,-0.21,-3.27,4.39,4.2,2.9,-0.02,2.96,3.45,4.81,-2.12,3.4,3.38,2.89,-2.3,-5.89,7.2,-1.29,-0.42,-7.43,3.77,7.34,1.52,1.62,3.41,11.09,6.73,-3.18,3.37,5.66,3.42,4.23,-7.28,9.32,4.75,-0.75
196904,-4.75,2.38,1.82,1.14,-1.98,6.71,4.5,-0.22,5.02,-1.39,-99.99,4.72,5.04,-1.19,-0.77,-0.19,2.43,0.51,0.59,-6.56,-0.53,-0.95,-0.03,-3.23,-6.8,0.59,3.27,0.35,-10.59,-0.27,1.34,7.73,-6.44,3,4.95,-12.69,2.46,-0.71,7.72,1.96,-1.45,3.44,3.73,6.68,3.95,2.61,13.45,0.43,-4.81
196905,-2.14,1.47,2.3,2.97,1.71,-2.71,-5.03,2.21,0.16,-1.93,-99.99,1.62,1.68,-0.52,2.17,0.9,-0.75,0.21,-2.89,-3.51,-0.95,-0.52,0.67,-8.08,1.61,-2.68,3.7,1.17,0.4,3.72,0.02,1.06,-7.63,-0.88,-2.42,5.98,-0.54,2.83,-3.45,2.48,-2.05,-4.58,0.87,3.02,-4.15,-0.46,1.31,0.76,-1.26
196906,-7.99,-5.81,-6.54,-8.04,-5.5,-10.99,-15.86,-11.17,-1.69,-8.68,-99.99,-5.79,-4.86,-7.54,-9.93,-10.25,-11.88,-11.98,-10.31,-13.42,-8.73,-6.37,-5.97,-8.72,-11.34,-13.82,-11.11,-13.4,-10.35,-9.89,-5.74,-3.98,-8.7,-9.72,4.05,-13.71,-8.87,-8.53,-11.74,-7.05,-8.11,-16.88,-4.19,-10.03,-6.87,-9.18,-16.66,-11.92,-14.2
196907,-8.71,-6.96,-3.54,-2.07,-4.76,-7.8,-10.19,-11.06,-3.46,-12.05,-2.77,0.04,-3.37,-4.22,-11.76,-6.23,-6.81,-9.43,-6.52,-10.33,-6.37,-8.63,-7.76,-13.52,-8.6,-9.36,-20.73,-6.31,5.58,-9.73,-2.98,-4.49,-10.74,-7.43,-4.92,-26.17,-6.4,-4.94,-3.66,-3.14,-12.49,-9.94,-8.28,-10.35,-6.27,-10.2,-13.26,-9.66,-12.02
196908,4.58,4.55,5.47,6.67,3.99,6.39,11.53,10.03,4.75,2.51,13.82,13.65,8.11,3.31,5.03,4.19,8.43,8.81,0.39,3.37,3.07,4.61,2.79,5.02,9.54,-0.19,10.1,3.74,4.78,6.6,-1.29,1.66,1.93,9.82,7.69,16.46,5.4,5.07,4.11,6.11,5.58,6.31,8.28,8.86,12.27,8.77,15.47,9.06,7.57
196909,1.14,-0.61,5.22,-0.93,4.14,1.87,0.64,-0.65,-0.54,-2.7,5,2.03,2.18,-5.45,0.88,-3.05,-3.58,-2.48,-1.04,-3.61,-2.93,-1.75,-0.91,-5.51,-0.03,-2.78,5.11,1.11,-0.55,-9.71,-4.14,-4,2.96,1.97,-0.19,-11.96,1.61,2.37,-1.84,1.18,-1.61,0.34,-0.75,-1.02,-3.11,7.01,-3.52,-2.29,-4.19
196910,16.22,7.99,6.81,11.63,12.42,6.41,13.04,7.5,6.39,7.31,21.89,8.36,9,4.53,7.74,6.76,8.62,9.67,8.16,4.6,4.85,10.67,4.94,6.28,5.99,9.68,-10.04,4.68,10.76,-1.17,8.28,3.5,10.58,11.27,4.23,43.21,8.43,10.48,7.23,3.47,4.76,11.2,6.23,8.97,10.74,5.7,3.79,10.15,0.71
196911,-2.3,-0.72,-4.92,-2.82,0.61,-8.28,-3.52,-3.89,-2.43,-3.09,-4.44,1.64,0.06,-4.57,-6.11,-4.25,-3.1,-9.81,-4.58,-4.35,-3.39,-3.43,-4.12,-9.1,-5.1,-7.79,-3.14,0.88,3.98,-4.57,-5.26,1.18,-4.77,-2.82,-0.84,-13.79,-3.96,-4.58,-3.51,-1.96,-7.93,-6.71,-4.12,-2.47,-8.06,-4.9,-6.44,-6.7,-3.56
196912,-0.77,-2.03,3.77,-0.61,-1.94,-6.56,-3.41,-3.21,0.96,-6.04,6.69,7.8,3.39,-3.66,-5.85,-5.63,-2.82,-8.03,-1.3,12.19,-2.9,-2.55,-3.18,-6.37,-3.8,-3.73,-10.08,-2.45,5.11,-3.07,-0.65,-5.51,1.22,-0.28,0.29,-15,-3.87,1.88,-0.99,-2.65,-7.98,-3.94,-2.82,-5.16,-1.2,-2.94,-4.58,-2.74,-12.02
197001,0.83,-2.81,-2.76,-1.35,-6.99,-7.97,-5.74,-11.39,-6.9,-5.09,-4.74,-11.04,-6.1,-6.77,-2.69,-4.66,-8.95,-12.23,-5.71,-3.98,-6.67,-6.29,-8.75,-13.54,-3.38,-9.47,1.4,-2.47,-0.17,-11.56,-4.23,-2.56,-23.87,-9.05,-8.86,-29.41,-10.31,-7.53,-7.92,-8.49,-7.62,-7.68,-5.7,-12.52,-8.12,-8.88,-10.96,-10.31,-3.19
197002,9.48,5.96,3.86,6.87,0.28,6.04,8.22,0.68,0.28,3.22,-21.34,6.03,5.73,3.76,3.57,5.01,9.55,0.04,11.01,3.99,6.52,8.3,7.67,4.22,10.79,5.96,-0.74,7.58,16.82,5.22,8.36,7.95,-2.23,3.33,1.86,16.67,6.51,1.94,3.91,6.37,10.48,1.81,5.8,6.59,15.61,10.35,0.15,8.07,-4.26
197003,-13.28,-0.61,-1.08,-0.6,1.42,-2.83,-2.52,-2.89,-0.96,-1.09,-4.17,-6.33,-4.8,0.83,-0.93,1.12,-1.19,-3.34,0.81,0.87,2.62,2.42,4.75,-2.89,0.12,-4.12,-1.31,-1.53,-3.29,-0.38,2.91,2.29,-10.74,-4.44,-1.58,-8.57,-4.33,-7.88,1.26,-2.37,-3.34,-5.28,-1.02,-7.34,-1.32,-0.25,-1.04,-0.44,0.12
197004,-17.64,-10.57,-8.67,-9.41,-2.82,-19.92,-21.82,-15.17,-7.92,-14.35,-39.11,-11.4,-9.58,-4.31,-15.34,-7.61,-10.18,-15.18,-9.43,-24.31,-10.98,-8.38,-9.06,-16.08,-6.93,-11.01,-14.29,-13.19,-14.7,-9.07,-8.06,-8.79,-24.17,-21.06,-13.2,-35.94,-17.92,-13.34,-6.74,-10.69,-11.96,-20.56,-10.1,-19.85,-10.05,-15.27,-18.91,-13.72,-23.9
197005,-10.92,-8.66,-3.65,-6.1,3.54,-7.85,-13.15,-17.55,-8.24,-10.19,-26.07,-8.13,-7.55,-2.84,-13.18,-10.31,-9.27,-10.98,-9.37,-9.93,-9.75,-8.46,-4.99,-8.37,-10.08,-8.46,-7.77,-2.61,5.87,2.62,-5.36,-3.74,-15.79,-10.21,-7.83,-31.71,-12.89,-22.31,-6.21,-10.25,-6.98,-11.59,-9.47,-13.97,-6.6,-8.72,-14.94,-9.54,-5.5
197006,-1.25,-0.2,-1.57,-2.66,6.67,-11.78,-5.62,-9.59,-5.03,-7.11,-9.71,-4.17,0.45,-1.58,-7.3,-2.53,-5.19,-13.36,-6.48,-11.98,-4.54,0.64,-3.02,-12.34,-4.88,-10.68,7.85,-3,-3.03,-2.43,-4.7,-8.48,-17.33,-7.6,-11.75,-10.71,-11.99,-13.96,-6.64,-5.02,-15.3,-6.96,-3.82,-6.45,0.44,-3.56,-3.64,-12.11,-18.45
197007,-0.72,5.62,5.84,6.75,3.5,12.22,1.22,13.04,4.58,8.26,-4.3,1.76,2.27,8.53,6.05,10.61,9.97,6.92,3.53,12.45,3.25,5.36,8.69,4.43,4.07,15.05,10.31,0.46,6.33,12.84,8.71,10.27,12.6,6.91,0.8,-12.02,6.82,4.49,8.15,6.15,8.43,4.51,11.76,2.4,6.67,10.49,9.66,10.4,-0.26
197008,-0.31,0.36,-1.71,-2.7,0.64,11.25,3.29,6.61,4.23,7.25,10.3,2.19,1.65,5.29,4.39,4.56,3.52,7.4,0,9.53,4.18,2.45,9.08,12.19,1.52,7.17,10.5,3.05,-2.93,6.62,4.67,2.5,2.83,3.82,7.14,-10.92,9.89,13.33,5.67,8.2,8.41,6.6,5.05,6.5,6.14,1.54,6.25,5.96,14.6
197009,14.81,5.12,4.05,4.48,0.52,6.5,19.46,7.43,6.4,12.06,34.62,8.37,7.72,-1.23,7.48,5.99,6.83,16.33,4.19,12.7,7.96,3.15,1.57,9.04,8.76,5.68,5.68,8.87,24.1,3.05,-0.54,-0.93,20.57,11.16,10.53,73.65,8.42,9.75,1.04,0.13,8.95,16.06,6.83,17.19,-1.02,8.79,14.93,10.36,5.47
197010,-3.92,0,4.28,-1.02,10.36,-4.4,-4,-3.1,-0.18,-3.63,-18.07,1.25,0.27,-4.08,-7.52,-1.9,-3.43,-11.62,-4.98,-8.84,-3.21,0.11,-2.82,-11.21,-4.76,-8.75,2.18,-6.64,6.32,2.93,-0.8,-3.75,-6.43,-3.78,-1.59,-33.46,-9.36,-4.61,-6.59,-2.31,-4.95,-7.67,-0.97,-2.62,-5.1,-10.08,-9.79,-7.7,-19.45
197011,-1.84,5.53,6.67,-0.85,10.05,6.41,10.68,3.81,4.88,2.5,0.31,1.23,3.41,4.59,-0.01,2.71,1.6,1.48,1.94,8.22,2.87,3.73,8.16,2.73,11.65,15.6,-4.17,-1.03,8.88,4.85,9.39,6.11,-5.2,2.7,3.45,9.94,6.6,2.08,-2.09,1.35,3.64,-1.11,7.74,3.94,4.74,6.04,7.12,7.19,-8.86
197012,1.17,8.04,2.28,4.29,2.67,5.2,3.17,12.03,5.67,14.13,12.22,1.42,6.22,9.83,11.36,13.32,9.2,9.97,7.44,7.41,12.28,3.68,6.19,5.48,5.93,4.98,-3.25,8.28,5.59,2.23,7.13,6.85,5.16,5.34,3.33,-7.98,8.65,3.08,8.81,10.36,10.61,11.13,4.89,6.3,8.38,12.72,10.58,8.76,11.27
197101,5.92,2.15,4.07,4.51,5.75,10.79,13.09,5.35,5.15,12.63,4.23,10.8,3.56,7,6.84,6.3,5.81,12.04,4.29,10.34,8.15,7.52,1.96,20.39,3.27,21.84,4.12,6.34,3.37,0.31,2.95,9.75,10.29,8.04,3.77,19.65,9.14,10.48,9.2,3.37,15.78,13.94,7.87,7.05,0.35,8.88,8.23,8.4,18.11
197102,9.29,2.46,1.82,1.66,5.07,5.86,5.96,5.86,1.69,6.05,27.85,3.43,0.56,1.79,3.79,6.36,0.07,2.07,-0.12,12.17,0.39,7.12,0.19,4.36,3.87,0.95,7.71,2.27,3.75,4.76,-2.58,-5.3,7.93,4.86,3.49,-7.73,0.7,1.9,-0.3,3.69,2.75,1.88,3.61,6.39,1.06,3.6,6.41,0.92,12.54
197103,1.42,2.72,7.64,2.66,9.61,9.16,15.02,4.49,6.36,4.29,11.72,8.28,2.42,3.17,5.67,-0.38,0.39,6.74,3.99,0.33,3.97,2.05,2.57,2.49,6.81,-2.45,5.92,6.26,8.89,2.61,2.39,0.73,-1.2,8.24,7.08,16.75,12.31,4.19,0.58,6.53,3.04,9.18,6.35,9.09,9.97,4.43,6.02,6.09,6.98
197104,5.49,1.22,2.88,1.5,1.73,8.57,3.26,6.47,3.82,2.82,-1.33,4.72,4.17,6.44,2.7,-0.03,4.29,5.25,2.81,15.18,4.84,8.9,8.69,6.54,6.32,12.78,5.09,3.68,2.83,4.37,-3.54,0.82,-6.28,2.82,1.33,8.52,5.37,1.5,6.21,1.16,11.65,1.6,5.55,3.23,-1.84,7.27,3.19,3.5,-8.07
197105,-7.79,-2.84,1.88,-1.69,-7.71,-1.42,0.33,-5.87,-1.07,-4.1,-6.67,0.5,-2.8,-0.84,-6.32,-3.56,-5.55,-1.79,-3.69,-3.18,-4.41,-2.82,-4.88,-4.19,-2.01,-7.44,-4.14,-1.44,-7.81,-4.63,-3.69,-5.21,-3.15,-5.14,-6.97,10.74,-4.62,-3.67,-3.24,-2.31,-3.66,-3.1,-1.96,1.08,-7.15,-3.22,-5.73,-5.02,-13.39
197106,-0.72,0.82,1.87,1.11,0.06,2.08,-1.04,-1.16,3.37,-1.79,-1.04,5.75,1.03,-0.23,-2.05,-6.39,-2.77,-2.88,-4.75,0.67,0.15,1.7,-1.29,-1.92,1.35,-4.83,-3.1,-1.09,5.42,0.99,4.29,1.05,1.08,0.82,-2.92,0,-1.32,0.19,-5.59,1.03,-3.31,2.08,0,3.69,-2.11,1.94,1.88,0.55,0.02
197107,-6.99,-0.22,-1.95,-3.13,0.53,-10.81,-8.15,-3.05,-5.82,-6.66,-12.17,-3.05,-1.73,-4.12,-6.69,-4.49,-2.81,-9.71,-7.54,-8.01,-4.53,-6.86,-3.15,-9.79,-1.05,-7.62,1.45,-5.65,-11.18,-2.03,-2.15,-3.69,-12.56,-7.68,-9.48,-23.88,-7.41,-5.04,-6.09,-4.25,-5.95,-6.05,-2.9,-7.6,-2.17,0.43,-10.33,-2.09,-16.33
197108,-0.9,-0.11,7.19,1.34,2.53,9.41,7.04,4.07,6.75,6.46,4.09,-0.44,4.01,7.91,4.67,7.68,6.5,11.46,8.63,6.29,9.21,9.54,9.83,3.56,9.59,3.35,-6.43,-2.92,4.15,-1.26,-2.33,-0.24,7.2,2.93,6.57,4.41,2.94,6.9,1.09,2.81,16.19,4.34,6.27,4.8,5.4,6.64,8.08,8.14,2.11
197109,-4.22,-0.13,1.97,-0.76,-2.87,-3.55,-2.74,1.97,1.59,-0.22,0.8,1.02,0.57,0.08,0.83,-0.36,2.07,-0.91,-7.37,1.48,-1.23,1.18,0.23,-0.14,-0.85,6.37,-2.65,-2.53,-8.04,-1.59,-1.49,0.27,6.77,-1.49,-1.58,-11.74,-2.72,2.56,-3.45,-0.24,-0.45,-0.3,0.54,0.01,1.33,-2.43,6.2,-1.4,-3.98
197110,-6.86,-4.09,-1.44,1,-8.78,-6.79,-5.87,-3.42,-4.21,-4.31,-8.51,-1.92,-2.48,-6.72,-0.13,-8.57,-5.78,-7.75,-10.21,-12.21,-8.3,-6.72,-5.65,-6.02,-7.26,-8.13,-18.68,-12.21,-9.61,-4.29,2.04,-1.83,-4.58,-5.18,-2.41,-17.55,-8.47,-9.32,-3.92,-4.05,-1.93,-3.68,-3.48,-2.27,1.19,-4.37,-6.43,-4.08,0.46
197111,-3.02,0.99,-0.09,0.69,1.69,0.07,2.4,-4.36,1.71,-2.23,-7.28,1.33,0.68,-1.43,-4.42,-5.17,-3.78,-5.85,-2.53,-6.15,-2.2,-2.07,-0.56,0.24,-6.95,-1.12,1.77,-5.29,-3.74,0.06,-1.22,0.43,0.75,-1.21,2.16,-12.26,3.24,-7.42,-2.84,-0.5,-0.5,-2.79,0.36,0.68,2.25,0.03,-2.46,1.22,-4.21
197112,9.34,7.36,12.53,13.33,8.67,11.82,18.04,13.28,8.49,10.67,17.6,7.27,7.75,6.9,11.95,14.85,8.39,9.65,13.94,15.34,12.81,11.7,6.29,13.23,12.38,14.66,4.03,13.75,16.88,8.74,8.12,7.55,14.4,13.34,10.77,19.85,11.62,13.36,12.66,9.71,9.82,14.15,9.86,12.1,6.48,1.99,3.92,8.95,14.37
197201,14.47,1.09,-1.49,2.87,5.8,7.25,15.44,0.3,3.21,5.19,6.9,2.65,2.55,4.43,10.77,7.16,1.11,6.71,4.35,2.07,3.34,2.31,3.05,19.06,-3.5,10.05,15.68,5.88,9.2,0.04,-0.32,1.01,5.9,6.04,9.35,9.82,7.02,4.34,-3.52,-0.1,6.35,7.01,-0.79,9.27,0.07,-0.97,2.98,2.99,18.02
197202,4.22,3.53,4.4,6.47,8.32,7.38,6.86,6.73,6.57,2.19,10.28,6.68,7.16,2.62,6.51,1.93,3.11,3.32,6.83,2.59,3.66,3.11,-0.18,2.69,-1.71,0.22,3.03,7.55,-3.52,2.68,-2.5,0.24,2.58,2.82,1.3,-10.06,2.32,6.93,0.55,5.51,3.2,4.88,5.64,6.33,-0.78,-0.26,5.72,0.42,6.5
